,Unnamed: 0,ann_id,ann_file_id,ann_file,argQ_id,claim_id,claim_text,claim_label,claim_first_carach_pos,claim_last_carach_pos,relation_ids,relation_types,premise_ids,premise_labels,premise_first_carach_pos,premise_last_carach_pos,premise_texts,SPECIFIC,PERSUASIVE,STRONG,OBJECTIVE,TEMPORALHISTORY,global_arg_id,valid,nbr_ATTACK,nbr_SUPPORT,nbr_PREMISE_Fact,nbr_PREMISE_Hypothesis,nbr_PREMISE_Other,nbr_PREMISE_RealExample,nbr_PREMISE_Statistic,nbr_tokens_per_premises_list,nbr_sentences_per_premises_list,nbr_sentences_per_claim,nbr_tokens_per_claim,year,quarter,nbr_premises,company_name,nbr_sentences_per_argument,nbr_tokens_per_argument,sum_nbr_tokens_per_premises_list,sum_nbr_sentences_per_premises_list,nbr_CLAIM-Opinion(view),nbr_CLAIM-Fact,nbr_CLAIM-Value,nbr_CLAIM-Other,nbr_CLAIM-Policy
1537,1537,7,FB_Q1_2017_17613_7,FB_Q1_2017_17613,ArgQ3,-Kh5VICAmn,So I think you do see some interplay there on the impression growth side due to our focus on video.,CLAIM-Opinion(view),1173,1272,"['R5', 'R6', 'R7']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['ssruOY8Aqs', '4pGAlZeCNP', 'Qgb4SFUjlr']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['752', '903', '1068']","['902', '1067', '1172']","['Those of you who have been following us for a while know that periodically we make changes to the product that is going to impact some of the metrics.', 'One of the things that I would call out in Q1 as a contributing factor on the impression growth side was our decision to rank longer-form video higher in News Feed.', 'That means more time in video, and that does come at the expense of some impression growth in News Feed.']",2,2,1,0,-1,FB_Q1_2017_17613_ArgQ3,1.0,0,3,3,0,0,0,0,"[30, 32, 22]","[1, 1, 1]",1,21,2017,Q1,3,FB,4,105,84,3,1,0,0,0,0
1538,1538,7,AMZN_Q4_2019_18455_7,AMZN_Q4_2019_18455,ArgQ0,m3gu5rfZb0,We are continuing to invest meaningfully in digitizing those say MSMBs micro-small and medium-sized businesses.,CLAIM-Fact,1027,1138,"['R0', 'R1', 'R2']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['nrK1FTTgpd', 'Wmv94V_4vW', 'ZoPNOiiZdW']","['PREMISE-Statistic', 'PREMISE-Statistic', 'PREMISE-Statistic']","['1139', '1250', '1320']","['1249', '1319', '1420']","['We did pledge to invest $1 billion to help digitize traders and those micro and small businesses across India.', ""And we've got a goal of bringing more than 10 million online by 2025."", 'So, this $1 billion investment will help to enable $10 billion in cumulative Indian exports by 2025.']",2,2,2,1,-1,AMZN_Q4_2019_18455_ArgQ0,1.0,0,3,0,0,0,0,3,"[21, 16, 21]","[1, 1, 1]",1,16,2019,Q4,3,AMZN,4,74,58,3,0,1,0,0,0
1539,1539,7,AMZN_Q4_2019_18455_7,AMZN_Q4_2019_18455,ArgQ1,EoNPUVrlL0,"We're also focused on job growth, job creation over there.",CLAIM-Fact,1552,1610,"['R3', 'R4']","['SUPPORT', 'SUPPORT']","['3Tf6teqqSt', 'HZEs99e_H1']","['PREMISE-Statistic', 'PREMISE-Statistic']","['1611', '1705']","['1704', '1799']","[""Since we launched over in India in 2013, we've created over 700,000 direct and indirect jobs."", 'So -- we also recently announced plans to create additional one million jobs in India by 2025.']",2,2,2,1,-1,AMZN_Q4_2019_18455_ArgQ1,1.0,0,2,0,0,0,0,2,"[19, 18]","[1, 1]",1,13,2019,Q4,2,AMZN,3,50,37,2,0,1,0,0,0
1540,1540,7,FB_Q3_2018_17700_7,FB_Q3_2018_17700,ArgQ0,ceuewjrNaG,Those are going to be the drivers.,CLAIM-Fact,1385,1419,['R0'],['SUPPORT'],['k_Y5TRShz8'],['PREMISE-Fact'],['1267'],['1384'],['We continue to see good growth opportunities across the platform on both Facebook and Instagram and feed and Stories.'],1,1,1,1,-1,FB_Q3_2018_17700_ArgQ0,1.0,0,1,1,0,0,0,0,[20],[1],1,8,2018,Q3,1,FB,2,28,20,1,0,1,0,0,0
1541,1541,7,FB_Q3_2018_17700_7,FB_Q3_2018_17700,ArgQ1,Cx8PF2XMRD,"When you look at the Instagram Shopping experience, we're seeing some really nice growth.",CLAIM-Fact,1800,1889,['R1'],['SUPPORT'],['RXc-31_Gw1'],['PREMISE-Statistic'],['1890'],['2038'],"[""We have 90 million people tap to reveal product tags and posts every month to learn more about them, and we're putting real investments behind this.""]",2,2,1,1,-1,FB_Q3_2018_17700_ArgQ1,1.0,0,1,0,0,0,0,1,[29],[1],1,17,2018,Q3,1,FB,2,46,29,1,0,1,0,0,0
1542,1542,7,FB_Q3_2018_17700_7,FB_Q3_2018_17700,ArgQ2,M3YF0n_cux,"And so, we think the opportunities are big.",CLAIM-Opinion(view),2140,2183,"['R2', 'R3', 'R4', 'R5']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['FBDgFoq6fF', 'eBt3AYlZcE', 'GRKhRMrTBg', 'gSrf0rNmtR']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Hypothesis', 'PREMISE-Fact']","['2039', '2184', '2285', '2464']","['2139', '2284', '2463', '2530']","['In Q3, we rolled out Shopping in Stories globally and began testing the Shopping Channel in Explore.', ""As you think about commercial intent in Facebook versus Instagram, there's so much activity on both."", ""We think there's a lot of opportunity for people to have commercial intent, if not have it when they start, but develop it because they see things they're interested in, in both."", 'Instagram can be more interest-based in some places than Facebook.']",2,2,2,1,-1,FB_Q3_2018_17700_ArgQ2,1.0,0,4,3,1,0,0,0,"[19, 19, 38, 11]","[1, 1, 1, 1]",1,10,2018,Q3,4,FB,5,97,87,4,1,0,0,0,0
1543,1543,7,AMZN_Q3_2019_18448_7,AMZN_Q3_2019_18448,ArgQ0,t0Ic0mMKHN,"Yeah, what I can tell you is that yes, the unit growth has been reaccelerated in the last two quarters and actually Amazon Fulfilled unit growth is growing at a higher clip.",CLAIM-Fact,523,696,['R0'],['SUPPORT'],['hFWwd3zNAk'],['PREMISE-Fact'],['697'],['730'],['So we do attribute it to One Day.'],2,1,1,1,-1,AMZN_Q3_2019_18448_ArgQ0,1.0,0,1,1,0,0,0,0,[9],[1],1,35,2019,Q3,1,AMZN,2,44,9,1,0,1,0,0,0
1544,1544,8,AMZN_Q1_2016_17369_8,AMZN_Q1_2016_17369,ArgQ0,INbnVX24Xw,"And one important way we drive selection is through FBA, and so we continue to be very pleased with the progress we're making in FBA.",CLAIM-Opinion(view),1306,1439,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['ZNgnMSSHEp', 'iLfohXZT43']","['PREMISE-Fact', 'PREMISE-Fact']","['1440', '1601']","['1600', '1638']","[""What that means for our Prime customers is there's more for them to choose from, obviously that gives them more they can purchase, it makes Prime more valuable."", 'For sellers, it means they sell more.']",2,1,2,0,-1,AMZN_Q1_2016_17369_ArgQ0,1.0,0,2,2,0,0,0,0,"[32, 9]","[1, 1]",1,28,2016,Q1,2,AMZN,3,69,41,2,1,0,0,0,0
1545,1545,8,AMZN_Q1_2016_17369_8,AMZN_Q1_2016_17369,ArgQ1,4TcpM54Ejn,"I think when we look at the bridges for revenue, and obviously units are a key driver of revenue, things like Prime are key in that bridge.",CLAIM-Opinion(view),1086,1225,['R2'],['SUPPORT'],['M3xOTaSnB-'],['PREMISE-Fact'],['1226'],['1305'],"[""I would also call out selection growth, that's been a big area of focus for us.""]",0,0,0,1,-1,AMZN_Q1_2016_17369_ArgQ1,1.0,0,1,1,0,0,0,0,[19],[1],1,30,2016,Q1,1,AMZN,2,49,19,1,1,0,0,0,0
1546,1546,7,FB_Q2_2017_17633_7,FB_Q2_2017_17633,ArgQ0,le7FPijFBU,And so what we're really focused on is driving better ROI for our advertisers.,CLAIM-Fact,2080,2158,"['R0', 'R1', 'R2']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['dJECaBspbW', 'Y9uhw3Sa4E', 'EnFHZ7_JW9']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['2159', '2547', '2636']","['2454', '2635', '2741']","[""And Sheryl alluded to it in her earlier commentary about if we get better at converting our impressions into things that are valuable for advertisers and we get more efficient in doing that, we'll be rewarded with better pricing and higher demand at better pricing as a result of that hard work."", ""So if we're effective at continuing to do that, then that should benefit pricing growth."", ""And if we can grow demand faster than we grow supply, then we're going to see that play through in price.""]",1,2,1,0,-1,FB_Q2_2017_17633_ArgQ0,1.0,0,3,3,0,0,0,0,"[55, 18, 24]","[1, 1, 1]",1,16,2017,Q2,3,FB,4,113,97,3,0,1,0,0,0
1547,1547,9,AAPL_Q3_2015_17563_9,AAPL_Q3_2015_17563,ArgQ0,LDVNfQky_C,And that we think if we do a great job with the product that people will be willing to spend more because they get so much more out of it.,CLAIM-Opinion(view),1036,1174,"['R0', 'R1', 'R2', 'R3']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['JCUMvhvkbK', 'P6g7RpN8hB', 'vGcPeJKhCh', 'QEelxNfFV_']","['PREMISE-RealExample', 'PREMISE-Statistic', 'PREMISE-Statistic', 'PREMISE-Other']","['1175', '1253', '1283', '1344']","['1252', '1282', '1309', '1448']","['And I think you can look at the results on the iPhone and see that in action.', 'I mean, we grew 87% in China.', 'We grew 90%-plus in India.', ""These numbers are unbelievable and they're done in an environment where it's not the best of conditions.""]",2,2,2,1,-1,AAPL_Q3_2015_17563_ArgQ0,1.0,0,4,0,0,1,1,2,"[18, 10, 8, 20]","[1, 1, 1, 1]",1,31,2015,Q3,4,AAPL,5,87,56,4,1,0,0,0,0
1548,1548,9,AAPL_Q3_2015_17563_9,AAPL_Q3_2015_17563,ArgQ1,G8ZIyvLxfq,"But I think the answer is that both of those things are happening and it's key that we do both, not just one.",CLAIM-Opinion(view),2497,2606,"['R4', 'R5']","['SUPPORT', 'SUPPORT']","['QnN0fRyRhP', '2rfcZ1UvJ9']","['PREMISE-Fact', 'PREMISE-Fact']","['2276', '2372']","['2371', '2496']","[""Oh, I think there's no doubt if you look at it we are expanding the market size in those areas."", ""It's also true that there's some people that are switching from comparable price points to the iPhone, and that's great too.""]",2,1,1,0,-1,AAPL_Q3_2015_17563_ArgQ1,1.0,0,2,2,0,0,0,0,"[23, 26]","[1, 1]",1,26,2015,Q3,2,AAPL,3,75,49,2,1,0,0,0,0
1549,1549,9,AAPL_Q3_2015_17563_9,AAPL_Q3_2015_17563,ArgQ2,kADKCZNJXo,The 86% also seems low to me but I was quoting a third-party source and not our own data.,CLAIM-Opinion(view),3426,3515,"['R6', 'R10']","['SUPPORT', 'SUPPORT']","['enhFIL2Hyi', 'Ud2rsLH-EU']","['PREMISE-Hypothesis', 'PREMISE-Fact']","['3516', '3558']","['3557', '3666']","['Our own data would look better than that.', ""But the numbers are only comparable if I quote the third-party source for both and so that's what I'm doing.""]",2,1,1,0,-1,AAPL_Q3_2015_17563_ArgQ2,1.0,0,2,1,1,0,0,0,"[9, 23]","[1, 1]",1,21,2015,Q3,2,AAPL,3,53,32,2,1,0,0,0,0
1550,1550,9,AAPL_Q3_2015_17563_9,AAPL_Q3_2015_17563,ArgQ3,6kL2JPvZK7,"On the upgrade cycle and what we're seeing, it's not remarkably different.",CLAIM-Fact,3667,3741,"['R7', 'R8', 'R9']","['ATTACK', 'ATTACK', 'ATTACK']","['HiZLcgvpQ7', 'I9wMP5sq0D', 'DngZPq1fkO']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['3742', '3849', '3891']","['3848', '3890', '3961']","[""However, there's a number of plans that people began signing up for in the last year that could change it."", 'These are upgrade any time kind of plans.', 'They may be one year leases that could actually help the upgrade rate.']",2,1,1,0,-1,AAPL_Q3_2015_17563_ArgQ3,1.0,3,0,3,0,0,0,0,"[23, 9, 14]","[1, 1, 1]",1,16,2015,Q3,3,AAPL,4,62,46,3,0,1,0,0,0
1551,1551,6,MSFT_Q3_2017_17864_6,MSFT_Q3_2017_17864,ArgQ0,ZMhWHOzaa2,"On the Dynamics 365, we're at the very, very beginning phase of the transition of Dynamics from primarily being on-premise to now being a very modern modular SaaS service.",CLAIM-Fact,773,944,"['R0', 'R1', 'R2', 'R3']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['m_O2gE7q0w', 'GLPfaSOsKm', 'H0eLFDaPpn', '8OuMebUcb-']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['945', '986', '1131', '1170']","['985', '1130', '1169', '1222']","['The Dynamics 365 momentum is picking up.', ""I talked about the revenue growth rate, and that's definitely going to be what's going to be true in the quarters to come and the years to come."", 'But we do have a huge on-premise base.', 'There is still a need for those on-premise products.']",2,2,2,1,-1,MSFT_Q3_2017_17864_ArgQ0,1.0,0,4,4,0,0,0,0,"[8, 32, 9, 10]","[1, 1, 1, 1]",1,33,2017,Q3,4,MSFT,5,92,59,4,0,1,0,0,0
1552,1552,6,MSFT_Q3_2017_17864_6,MSFT_Q3_2017_17864,ArgQ1,7XVhGGauOl,"That will continue, but our focus is on transitioning to the cloud.",CLAIM-Fact,1223,1290,"['R4', 'R5']","['SUPPORT', 'SUPPORT']","['rgNZUsafIm', 'YlHZWxgOOl']","['PREMISE-Fact', 'PREMISE-Fact']","['1291', '1348']","['1347', '1382']","[""And you've seen us do this successfully with Office 365."", ""You've seen us do that with Azure.""]",1,2,1,1,-1,MSFT_Q3_2017_17864_ArgQ1,1.0,0,2,2,0,0,0,0,"[12, 9]","[1, 1]",1,14,2017,Q3,2,MSFT,3,35,21,2,0,1,0,0,0
1553,1553,6,MSFT_Q3_2017_17864_6,MSFT_Q3_2017_17864,ArgQ2,W-ruU8AHQI,And now we're ready to do that mainstream across what has been traditionally known as CRM and ERP without in fact us thinking and talking about those suites,CLAIM-Opinion(view),1383,1539,['R6'],['SUPPORT'],['hPTWRu4VtC'],['PREMISE-Fact'],['1540'],['1734'],"['because we think that is a pretty old concept to have suites like that, which is we have now really made the entire Dynamics 365 much more modular, modern, and much more efficient for customers.']",1,1,1,0,-1,MSFT_Q3_2017_17864_ArgQ2,1.0,0,1,1,0,0,0,0,[39],[1],1,29,2017,Q3,1,MSFT,2,68,39,1,1,0,0,0,0
1554,1554,6,MSFT_Q3_2017_17864_6,MSFT_Q3_2017_17864,ArgQ3,oJgXavCYxh,"Same thing on Azure, which is – the driver is – a lot of it is net new.",CLAIM-Fact,1775,1846,"['R7', 'R8', 'R9']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['e4lw7RvPZ2', 'HwIUOn41Rv', 'XKuY0-_pGB']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['1847', '1955', '1996']","['1954', '1995', '2027']","[""IoT, for example, was not a workload on the old server world, whereas it's one of the big workloads for us."", 'Same thing with AI, not an old workload.', ""So there's new growth in Azure.""]",2,1,1,1,-1,MSFT_Q3_2017_17864_ArgQ3,1.0,0,3,3,0,0,0,0,"[26, 10, 8]","[1, 1, 1]",1,20,2017,Q3,3,MSFT,4,64,44,3,0,1,0,0,0
1555,1555,6,MSFT_Q3_2017_17864_6,MSFT_Q3_2017_17864,ArgQ4,VquZ4Km8Ke,"There is the lift, shift, and modernize motion as well, as well as a new need for the edge of the cloud.",CLAIM-Fact,2028,2132,"['R10', 'R11']","['SUPPORT', 'SUPPORT']","['0E0GSirgO-', 'Ip-sHc3AlR']","['PREMISE-Fact', 'PREMISE-Fact']","['2133', '2247']","['2246', '2383']","['So all three of them are in play, while recognizing we had a large business called the Server Licensing business.', ""So we have three new things that we're driving and a lot of large licensing pieces that are just transitioning into these three motions.""]",1,1,1,1,-1,MSFT_Q3_2017_17864_ArgQ4,1.0,0,2,2,0,0,0,0,"[22, 26]","[1, 1]",1,26,2017,Q3,2,MSFT,3,74,48,2,0,1,0,0,0
1556,1556,6,MSFT_Q3_2017_17864_6,MSFT_Q3_2017_17864,ArgQ5,eKkjZfl83H,"And in particular, in this quarter, how to think about I think some of the in-period outperformance versus what we see consistently, in the bucket of consistently, premium workload growth has been consistent for us.",CLAIM-Opinion(view),2397,2612,['R12'],['SUPPORT'],['PX4L106He_'],['PREMISE-Other'],['2613'],['2779'],"['The double-digit annuity growth has been consistent for us, and that I think is a driver we continue to look for and be confident in its execution quarter to quarter.']",1,1,1,0,-1,MSFT_Q3_2017_17864_ArgQ5,1.0,0,1,0,0,1,0,0,[32],[1],1,40,2017,Q3,1,MSFT,2,72,32,1,1,0,0,0,0
1557,1557,6,MSFT_Q3_2017_17864_6,MSFT_Q3_2017_17864,ArgQ6,xUFUG4759F,"In the more temporal bucket this quarter as well as last you saw a bit of it, some geo help in certain geos that may see and be more transactional in nature.",CLAIM-Fact,2780,2937,"['R13', 'R14']","['SUPPORT', 'SUPPORT']","['SzqM6bReCX', 'qejc8JtV28']","['PREMISE-RealExample', 'PREMISE-RealExample']","['2938', '2977']","['2976', '3160']","['Japan happens to be one of those geos.', 'And then we are still seeing some post-launch impact, specifically on the Windows Server side and selling higher-end SKUs post-launch, which has to do with some of the value inherent.']",1,2,1,1,-1,MSFT_Q3_2017_17864_ArgQ6,1.0,0,2,0,0,0,2,0,"[9, 33]","[1, 1]",1,34,2017,Q3,2,MSFT,3,76,42,2,0,1,0,0,0
1558,1558,5,AAPL_Q4_2015_17567_5,AAPL_Q4_2015_17567,ArgQ0,mxumPxk0Ql,And so the growth is actually quite good underneath that and that’s obviously a problem with everyone struggling with it.,CLAIM-Opinion(view),649,770,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['0cJlFor3nL', 'RQB--lfrUe']","['PREMISE-Other', 'PREMISE-Statistic']","['475', '532']","['531', '648']","['You have to consider the constant currency growth rates.', 'And so if you do that, our guidance is actually 8% to 11% because we have about a 700 basis point FX headwind in Q1.']",2,1,1,1,-1,AAPL_Q4_2015_17567_ArgQ0,1.0,0,2,0,0,1,0,1,"[10, 29]","[1, 1]",1,23,2015,Q4,2,AAPL,3,62,39,2,1,0,0,0,0
1559,1559,5,AAPL_Q4_2015_17567_5,AAPL_Q4_2015_17567,ArgQ1,z60WtRRlZ_,So we feel like we have a very open field in front of us.,CLAIM-Opinion(view),1208,1265,"['R2', 'R3']","['SUPPORT', 'SUPPORT']","['zxpwUMMpJp', 'PDWqc3BCK-']","['PREMISE-Statistic', 'PREMISE-Fact']","['1162', '1043']","['1207', '1161']","['And that number is in the low 30 percentages.', 'We also look at the number of people that have upgraded, that were in the installed base prior to iPhone 6 and 6 Plus.']",1,1,1,1,-1,AAPL_Q4_2015_17567_ArgQ1,1.0,0,2,1,0,0,0,1,"[10, 26]","[1, 1]",1,15,2015,Q4,2,AAPL,3,51,36,2,1,0,0,0,0
1560,1560,5,AAPL_Q4_2015_17567_5,AAPL_Q4_2015_17567,ArgQ2,9CY6YRGseN,"Also, if I zoom out and look at China, as I have said before and just to make the point once again is we see an enormous change in China over the next several years.",CLAIM-Opinion(view),1431,1596,"['R4', 'R5']","['SUPPORT', 'SUPPORT']","['D5J8lUTXWw', 'c7P6ylZEKK']","['PREMISE-Other', 'PREMISE-Other']","['1597', '1735']","['1734', '1806']","['The latest study I have seen from Mackenzie indicates if you look back five years China’s middle class had about 50 million people in it.', 'If you look ahead five years, it will have ten times that number in it.']",1,2,1,1,-1,AAPL_Q4_2015_17567_ArgQ2,1.0,0,2,0,0,2,0,0,"[28, 17]","[1, 1]",1,38,2015,Q4,2,AAPL,3,83,45,2,1,0,0,0,0
1561,1561,5,AAPL_Q4_2015_17567_5,AAPL_Q4_2015_17567,ArgQ3,ZzlkWyj3I5,It’s not the only market that we are working on obviously.,CLAIM-Fact,1948,2006,[],[],[],[],[],[],[],1,1,1,1,-1,AAPL_Q4_2015_17567_ArgQ3,1.0,0,0,0,0,0,0,0,[],[],1,14,2015,Q4,0,AAPL,1,14,0,0,0,1,0,0,0
1562,1562,5,AAPL_Q4_2015_17567_5,AAPL_Q4_2015_17567,ArgQ4,K-skNouELy,"And finally, the enterprise business is not to be underestimated",CLAIM-Opinion(view),2663,2727,"['R7', 'R8', 'R9', 'R10', 'R11', 'R12', 'R13']","['SUPPORT', 'ATTACK', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['KSZ338S768', 'X6p1CeYsN1', '5wSjjCqh2U', 'qMinSL047F', '5_hO5zkal3', 'qVvS4jHqmF', '6LitFN1NDf']","['PREMISE-Statistic', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-RealExample', 'PREMISE-RealExample', 'PREMISE-RealExample', 'PREMISE-RealExample']","['2729', '2848', '2876', '2546', '2449', '2359', '2414']","['2846', '2875', '2939', '2661', '2545', '2413', '2448']","['I doubt very many people knew that we had $25 billion enterprise business that we quietly built in not too many years', 'but our penetration is low,', 'but we have significant actions going on to really deepen that.', 'I’m really happy with the early days of Apple Music and the people moving from the free trial to the music business', 'The app store hit a new record again last quarter and the growth seems to be really great there.', 'In addition to those Apple TV is off to a great start.', 'Apple Watch is just getting going.']",1,2,2,1,-1,AAPL_Q4_2015_17567_ArgQ4,1.0,1,6,2,0,0,4,1,"[23, 6, 12, 24, 20, 13, 7]","[1, 1, 1, 1, 1, 1, 1]",1,11,2015,Q4,7,AAPL,8,116,105,7,1,0,0,0,0
1563,1563,5,AAPL_Q4_2015_17567_5,AAPL_Q4_2015_17567,ArgQ5,s5iE-0JkoA,and so we feel very good about that.,CLAIM-Opinion(view),3520,3556,['R14'],['SUPPORT'],['ixvYP0yuHw'],['PREMISE-Statistic'],['3453'],['3519'],"['Well, the App Store is growing over 20%, it grew 25% last quarter,']",1,1,1,0,-1,AAPL_Q4_2015_17567_ArgQ5,1.0,0,1,0,0,0,0,1,[18],[1],1,9,2015,Q4,1,AAPL,2,27,18,1,1,0,0,0,0
1564,1564,5,AAPL_Q4_2015_17567_5,AAPL_Q4_2015_17567,ArgQ6,_ZFYwVx-JU,And so we think that in the aggregate that they may reduce upgrade cycles and also the iPhone that has been sold to someone else hits the price point that we're not hitting today largely which could help further fuel the services revenue which we did quite well on last quarter.,CLAIM-Opinion(view),3770,4048,['R15'],['SUPPORT'],['Bi3c_33uhl'],['PREMISE-Other'],['3592'],['3769'],"['I would also point out that some of these upgrade programs that are in the market, they sort of began to look more like a subscription business in terms of the way they operate.']",2,1,1,1,-1,AAPL_Q4_2015_17567_ArgQ6,1.0,0,1,0,0,1,0,0,[36],[1],1,53,2015,Q4,1,AAPL,2,89,36,1,1,0,0,0,0
1565,1565,7,AMZN_Q1_2018_18382_7,AMZN_Q1_2018_18382,ArgQ0,5zl82TJza9,"And on the question on capacity, – excuse me, cap – I'll address it as CapEx and capital leases, we're still seeing strong investment there.",CLAIM-Fact,1449,1589,"['R0', 'R1', 'R2', 'R3', 'R4', 'R5']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['_uOPo_7fx4', '57f5x56JH_', 'DCCG05OW_h', '8nisguXlSF', 'qzAOGKHVPn', 'PLC3lK2xFJ']","['PREMISE-Statistic', 'PREMISE-Statistic', 'PREMISE-Fact', 'PREMISE-Statistic', 'PREMISE-Fact', 'PREMISE-Statistic']","['1590', '1699', '1772', '1855', '1988', '2207']","['1698', '1771', '1854', '1987', '2158', '2350']","[""If I look at the quarterly trends, you're right, that this quarter was up 33% in isolation versus last year."", ""I look back to last year's first quarter and we grew 82% year-over-year."", 'So it was a particularly heavy quarter, particularly for investment in warehouses.', 'So if I step back on the trailing 12 months though, CapEx, which is predominantly tied to our fulfillment center network, is up 47%.', 'That is above the Amazon fulfilled unit growth rate, but we combined the strength of the FBA program and the space requirements as we get into bigger and bigger products.', ""On the capital leases, which is a good proxy for the spend to support the AWS business, that's up 49% year-over-year on the trailing 12 months.""]",2,2,2,1,1,AMZN_Q1_2018_18382_ArgQ0,1.0,0,6,2,0,0,0,4,"[25, 16, 14, 29, 32, 31]","[1, 1, 1, 1, 1, 1]",1,31,2018,Q1,6,AMZN,7,178,147,6,0,1,0,0,0
1566,1566,6,MSFT_Q2_2017_17860_6,MSFT_Q2_2017_17860,ArgQ0,HJBlCmZoj6,The other piece also that's driving is hardware innovation by the entire ecosystem.,CLAIM-Fact,1426,1509,['R0'],['SUPPORT'],['B1FaZtJQW4'],['PREMISE-RealExample'],['1510'],['1674'],"['In fact, the work that we did with the Surface line has really stimulated the entire ecosystem to do some of the best innovative work, and you saw that even at CES.']",2,2,2,0,-1,MSFT_Q2_2017_17860_ArgQ0,1.0,0,1,0,0,0,1,0,[35],[1],1,15,2017,Q2,1,MSFT,2,50,35,1,0,1,0,0,0
1567,1567,6,MSFT_Q2_2017_17860_6,MSFT_Q2_2017_17860,ArgQ1,wgnT7w_QUi,"But in addition to that, I must say there are two other things that are increasingly becoming fairly relevant in the adoption cycle, which is moving to both Office 365 and Windows 10 and getting essentially to this new frontier for productivity, which is an always up-to-date operating system, which is secure, and an always up-to-date Office experience that is a SaaS service.",CLAIM-Fact,827,1204,['R1'],['SUPPORT'],['71QGWoyMNL'],['PREMISE-Fact'],['1205'],['1390'],"[""We're increasingly seeing that resonate, not just in small business and some of the high-tech industry as it has been in the past, but now even in the regulated parts of the enterprise.""]",2,2,1,1,-1,MSFT_Q2_2017_17860_ArgQ1,1.0,0,1,1,0,0,0,0,[37],[1],1,69,2017,Q2,1,MSFT,2,106,37,1,0,1,0,0,0
1568,1568,7,AMZN_Q2_2018_18395_7,AMZN_Q2_2018_18395,ArgQ0,LhnJe_BTgG,So the invention level is still really high.,CLAIM-Fact,1939,1983,"['R0', 'R1', 'R2', 'R3']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['rHlSP9p5-S', 'UXCAl4FJ1v', 'IvEIGMEexc', 'xIxrBSLbKr']","['PREMISE-Statistic', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['2121', '2217', '2294', '2383']","['2216', '2293', '2382', '2679']","[""Prime Now, I guess, my comments are that, it's in 50 cities worldwide, it's across 9 countries."", 'It is different than – we have multiple options for you in grocery delivery.', 'We have the delivery services – so AmazonFresh and Prime Now which serve a certain need.', ""We have a traditional grocery store now with Whole Foods, and then we have the combination of those two with home delivery, and we're using Prime Now or Whole Foods products through Prime Now to make those deliveries as well as the new kind of stores with Amazon Go that we're experimenting with.""]",1,2,2,1,-1,AMZN_Q2_2018_18395_ArgQ0,1.0,0,4,3,0,0,0,1,"[24, 15, 17, 58]","[1, 1, 1, 1]",1,9,2018,Q2,4,AMZN,5,123,114,4,0,1,0,0,0
